序号,姓名,所属公司,现任基金,累计从业时间,现任基金资产总规模,现任基金最佳回报
33,李安然,西部利得基金,"西部利得聚利6个月定开债A,西部利得聚利6个月定开债C,西部利得聚享一年定开债券A,西部利得聚享一年定开债券C,西部利得得尊纯债C,西部利得沣泰债券A,西部利得聚泰18个月定开债A,西部利得聚泰18个月定开债C,西部利得沣泰债券C,西部利得得尊纯债A,西部利得汇享债券A,西部利得汇享债券C",176,58.91,3.98
34,刘斌,嘉实基金,"嘉实沪深300指数研究增强,嘉实腾讯自选股大数据策略股票,嘉实润和量化定期混合,嘉实润泽量化定期混合",4149,28.31,88.5
35,罗博,银河基金,"银河量化优选混合,银河量化价值混合A,银河量化稳进混合,银河嘉谊灵活配置混合A,银河嘉谊灵活配置混合C,银河沪深300指数增强A,银河沪深300指数增强C,银河量化价值混合C,银河沪深300价值指数C,银河君尚混合A,银河君尚混合C,银河君尚混合I,银河沪深300价值指数A,银河定投宝腾讯济安指数",4308,41.58,178
36,刘彬,新华基金,"新华鑫动力灵活配置混合A,新华鑫动力灵活配置混合C,新华科技创新主题灵活配置混合,新华安享多裕定开混合,新华行业周期轮换混合",961,44.51,195.12
37,刘波,国泰基金,"国泰招惠收益定期开放债券,国泰可转债债券,国泰信用互利债券C,国泰鑫享稳健6个月债券A,国泰鑫享稳健6个月债券C,国泰金龙债券A,国泰金龙债券C,国泰信用互利债券A",2816,18.12,12.41
38,腊博,兴业基金,"兴业定开债A,兴业聚盈混合A,兴业聚鑫灵活配置混合A,兴业定开债C,兴业裕恒债券,兴业6个月定开债券,兴业龙腾双益平衡混合,兴业聚鑫灵活配置混合C,兴业稳健双利一年持有期债券A,兴业稳健双利一年持有期债券C,兴业聚申一年持有期混合A,兴业聚申一年持有期混合C,兴业聚乾混合A,兴业聚乾混合C,兴业聚兴混合A,兴业聚兴混合C",2812,151.52,75.74
39,刘斌,国联安基金,"国联安智能制造混合,国联安核心优势混合,国联安稳健混合,国联安优势混合",2865,16.48,237.34
40,李博,大成基金,"大成互联网思维混合,大成企业能力驱动混合A,大成企业能力驱动混合C,大成精选增值混合",2368,90.98,95.81
41,李博,上投摩根基金,"上投摩根核心成长股票,上投摩根核心精选,上投摩根双息平衡混合A,上投摩根阿尔法混合",2479,42.71,184.46
42,郦彬,华富基金,华富量子生命力混合,857,0.13,47.41
43,刘博,富国基金,"富国新动力灵活配置混合A,富国新动力灵活配置混合C,富国周期优势混合A,富国均衡策略混合,富国周期优势混合C",1192,177.43,196.05
44,陆奔,华安基金,"华安新优选灵活配置混合A,华安新优选灵活配置混合C,华安安康灵活配置混合A,华安安康灵活配置混合C,华安睿明两年定开混合A,华安睿明两年定开混合C,华安添瑞6个月混合A,华安添瑞6个月混合C,华安添福18个月混合A,华安添福18个月混合C,华安添利6个月债券A,华安添利6个月债券C,华安添祥6个月持有混合,华安兴安优选一年持有混合A,华安兴安优选一年持有混合C",1115,226.04,102.53
45,陆彬,汇丰晋信基金,"汇丰晋信智造先锋股票A,汇丰晋信智造先锋股票C,汇丰晋信核心成长A,汇丰晋信核心成长C,汇丰晋信低碳先锋股票C,汇丰晋信动态策略混合A,汇丰晋信低碳先锋股票A",880,216.18,328.64
46,李彪,鑫元基金,"鑫元欣享灵活配置混合A,鑫元欣享灵活配置混合C,鑫元安鑫回报混合,鑫元鑫动力混合A,鑫元鑫动力混合C",856,6.94,75.58
47,刘波,浙商基金,"浙商惠享纯债,浙商惠南纯债债券,浙商惠泉3个月定开债A,浙商惠泉3个月定开债C,浙商聚盈纯债A,浙商聚盈纯债C",111,46.15,1.76
48,李彪,汇添富基金,"汇添富养老2040五年持有混合(FOF),汇添富养老2050混合(FOF),汇添富添福盈和稳健养老一年持有混合(FOF),汇添富聚焦经典一年持有混合(FOF)A,汇添富聚焦经典一年持有混合(FOF)C,汇添富经典价值成长一年持有混合(FOF)",443,84,17.01
49,刘兵,交银施罗德基金,"交银招享一年持有混合(FOF)A,交银招享一年持有混合(FOF)C,交银智选星光一年封闭运作混合(FOF-LOF)C,交银智选星光一年封闭运作混合(FOF-LOF)A",51,89.9,-1.03
50,李博,信达澳银基金,信达澳银新能源精选混合,142,5.49,45.33
1,林柏川,九泰基金,"九泰动态策略混合A,九泰动态策略混合C",1743,2.14,17.95
2,李邦长,华安基金,"华安汇财通货币,华安现金宝货币A,华安现金宝货币B,华安鼎丰债券,华安鼎瑞定开债发起式,华安现金润利,华安现金富利货币A,华安日日鑫货币A,华安日日鑫货币B,华安现金富利货币B,华安日日鑫货币H",2052,2338.73,27.22
3,李博涵,建信基金,"建信富时100指数(QDII)人民币C,建信富时100指数(QDII)美元现汇A,建信富时100指数(QDII)美元现汇C,建信纳斯达克100指数(QDII)美元现汇A,建信纳斯达克100指数(QDII)人民币C,建信纳斯达克100指数(QDII)美元现汇C,建信纳斯达克100指数(QDII)人民币A,建信新兴市场混合(QDII),建信富时100指数(QDII)人民币A",2992,1.29,18.35
4,林博鸿,博时基金,"博时创业成长混合C,博时创业成长混合A",258,2.45,1.14
5,鲁炳良,南方基金,"南方养老2035(FOF)A,南方养老2035(FOF)C,南方养老2030三年(FOF),南方养老2040三年持有混合(FOF)",1028,15.01,61.7
6,李博良,华泰证券(上海)资产管理,"华泰紫金零钱宝货币,华泰紫金智惠定开债券A,华泰紫金智惠定开债券C,华泰紫金智盈债券A,华泰紫金智盈债券C,华泰紫金季季享定开债A,华泰紫金季季享定开债C,华泰紫金丰泰纯债发起A,华泰紫金丰泰纯债发起C,华泰紫金周周购3月滚动债A,华泰紫金周周购3月滚动债C,华泰紫金月月发1个月滚动债券发起A,华泰紫金月月发1个月滚动债券发起C",1512,42.14,21.07
7,鲁邦旺,博时基金,"博时岁岁增利一年定开债,博时天天增利货币A,博时天天增利货币B,博时外服货币,博时合利货币B,博时合鑫货币,博时兴盛货币B,博时兴荣货币B,博时合晶货币,博时合利货币A,博时兴荣货币A,博时兴盛货币A,博时月月享30天持有期短债A,博时月月享30天持有期短债C,博时保证金货币ETF",1764,715.73,21.79
8,李兵伟,东兴基金管理,"东兴量化优享混合,东兴中证消费50A,东兴中证消费50C,东兴兴晟混合A,东兴兴晟混合C,东兴宸瑞量化混合A,东兴宸瑞量化混合C",1949,4.22,50.44
9,李炳智,前海开源基金,"前海开源嘉鑫混合A,前海开源嘉鑫混合C,前海开源鼎瑞债券A,前海开源鼎瑞债券C,前海开源瑞和债券A,前海开源瑞和债券C,前海开源弘泽债券发起式A,前海开源弘泽债券发起式C,前海开源鼎康债券A,前海开源鼎康债券C,前海开源1-3年国开债A,前海开源1-3年国开债C,前海开源惠泽两年定开债券,前海开源惠盈39个月定开债券,前海开源丰和债券A,前海开源丰和债券C",1723,106.86,49.89
10,梁冰哲,安信基金,"安信新价值混合A,安信新价值混合C,安信永泰定开债发起式,安信永盈一年定开债券",45,33.92,-0.03
11,李琛,广发基金,"广发稳健策略混合,广发消费品精选混合C,广发睿鑫混合A,广发睿鑫混合C,广发睿明优质企业混合A,广发睿明优质企业混合C,广发消费品精选混合A",5237,29.64,150.38
12,林材,前海联合,"前海联合国民健康混合A,前海联合国民健康混合C,前海联合添瑞一年持有混合A,前海联合添瑞一年持有混合C,前海联合产业趋势混合A,前海联合产业趋势混合C",2841,6.53,111.33
13,凌晨,农银汇理基金,农银汇理睿选灵活配置混合,1388,0.91,34.76
14,龙川,中航基金,"中航量化阿尔法六个月持有A,中航量化阿尔法六个月持有C",1763,3.29,-3.78
15,刘晨,达诚基金管理,"达诚宜创精选混合A,达诚宜创精选混合C",1841,1.93,-10.98
16,栾超,新华基金,"新华鑫益灵活配置混合,新华景气行业混合A,新华景气行业混合C,新华优选成长混合,新华泛资源优势混合,新华趋势领航混合",2048,35.07,264.01
17,李晨,天弘基金,"天弘现金管家货币C,天弘现金管家货币D,天弘弘运宝货币A,天弘弘运宝货币B,天弘现金管家货币E,天弘现金管家货币A,天弘现金管家货币B",1784,295.17,15.64
18,梁辰,财通基金,"财通内需增长12个月定开混合,财通优势行业轮动混合A,财通优势行业轮动混合C,财通多策略精选混合(LOF),财通多策略福鑫定开混合",1432,39.21,112.91
19,郎超,鹏华基金,鹏华医疗保健股票,1281,11.51,105.14
20,罗成,鹏扬基金,"鹏扬景兴混合A,鹏扬景兴混合C,鹏扬红利优选混合A,鹏扬红利优选混合C,鹏扬景颐混合A,鹏扬景颐混合C",1308,9.46,44.42
21,李超,嘉合基金,"嘉合磐石A,嘉合磐石C,嘉合锦元回报混合A,嘉合锦元回报混合C,嘉合磐固一年定开纯债债券发起式",106,28.41,0.18
22,郎骋成,富荣基金,"富荣沪深300指数增强A,富荣沪深300指数增强C,富荣福康混合A,富荣福康混合C,富荣价值精选混合A,富荣价值精选混合C,富荣信息技术混合A,富荣信息技术混合C",455,17.03,44.39
23,刘畅畅,华安基金,"华安文体健康混合A,华安安华灵活配置混合,华安文体健康混合C",645,42.02,188.12
24,陆丛凡,海富通基金,"海富通上清所短融债券A,海富通上清所短融债券C,海富通策略收益债券A,海富通策略收益债券C,海富通中债1-3年农发债A,海富通中债1-3年农发债C,海富通上证5年期ETF,海富通上证投资级可转债ETF,海富通上证城投债ETF,海富通上证10年期ETF,海富通中证短融ETF",834,52.13,10.11
25,李晨辉,东兴基金管理,"东兴蓝海财富混合,东兴未来价值混合A,东兴未来价值混合C,东兴兴晟混合A,东兴兴晟混合C",1949,1.56,20.76
26,刘长俊,东方基金,"东方卓行18个月定开债券A,东方卓行18个月定开债券C,东方稳健回报债券C,东方臻慧纯债债券A,东方臻慧纯债债券C,东方恒瑞短债债券A,东方恒瑞短债债券B,东方恒瑞短债债券C,东方中债1-5年政策性金融债A,东方中债1-5年政策性金融债C,东方稳健回报债券A",1327,91.83,138.79
27,兰传杰,易方达基金,易方达资源行业混合,1024,10.89,95.59
28,吕春杰,富国基金,"富国德利纯债定开债,富国长江经济带纯债债券",63,23.34,0.22
29,罗春蕾,诺安基金,"诺安积极配置混合A,诺安积极配置混合C,诺安主题精选混合",2210,11.51,147.47
30,龙昌伦,嘉实基金,"嘉实沪深300指数研究增强,嘉实腾讯自选股大数据策略股票,嘉实长青竞争优势股票A,嘉实长青竞争优势股票C,嘉实中证500指数增强A,嘉实中证500指数增强C",1575,28.23,84.08
31,林翠萍,兴证全球基金,兴全沪港深两年持有混合,1625,36.23,1.48
32,卢纯青,中欧基金,"中欧瑞丰灵活配置混合C,中欧先进制造股票A,中欧先进制造股票C,中欧研究精选混合A,中欧研究精选混合C,中欧瑞丰灵活配置混合(LOF)A",477,130.97,134.8
33,李长桥,方正富邦基金,"方正富邦创新动力混合C,方正富邦科技创新A,方正富邦科技创新C,方正富邦创新动力混合A",379,3.3,72.88
34,冷传世,嘉实基金,"嘉实创新成长混合,嘉实策略机遇混合发起式A,嘉实策略机遇混合发起式C",107,0.79,-3.6
35,廖辰轩,淳厚基金,"淳厚信泽混合A,淳厚信泽混合C,淳厚鑫淳一年持有混合,淳厚鑫悦商业模式优选混合A,淳厚鑫悦商业模式优选混合C",210,9.88,7.59
36,刘朝阳,易方达基金,"易方达天天理财货币A,易方达天天理财货币B,易方达天天理财货币R,易方达易理财货币A,易方达财富快线货币A,易方达财富快线货币B,易方达财富快线货币Y,易方达天天理财货币C,易方达安悦超短债A,易方达安悦超短债C,易方达安悦超短债F,易方达易理财货币B",3312,2779.6,19.97
37,李朝昱,方正富邦基金,"方正富邦信泓混合A,方正富邦信泓混合C",337,0.38,1.14
38,陆从珍,华泰柏瑞基金,华泰柏瑞积极成长混合A,2354,7.04,13.9
39,刘冬,格林基金,"格林研究优选混合A,格林研究优选混合C",1343,4.19,-0.54
40,刘冬,天弘基金,天弘永裕稳健养老一年(FOF),1452,2,9.75
41,李丹,国寿安保基金,"国寿安保核心产业混合,国寿安保稳嘉混合A,国寿安保稳嘉混合C,国寿安保稳信混合A,国寿安保稳信混合C,国寿安保消费新蓝海混合",2080,17.5,79.57
42,刘敦,申万菱信基金,"申万菱信中证500指数优选增强A,申万菱信价值优先混合,申万菱信中证500指数优选增强C,申万菱信沪深300指数增强C,申万菱信量化对冲策略混合,申万菱信沪深300指数增强A",1465,36.31,63.62
43,李迪,诺安基金,诺安鸿鑫混合,287,1.02,20.82
44,李丹,银华基金,"银华信用四季红债券A,银华信用季季红债券A,银华添泽定开债,银华华茂定开债券,银华信用四季红债券C,银华汇盈一年持有期混合A,银华汇盈一年持有期混合C,银华招利一年持有期混合A,银华招利一年持有期混合C,银华信用季季红债券C,银华纯债信用债券(LOF)",359,110.09,2.76
45,陆迪,创金合信基金,"创金合信文娱媒体股票发起A,创金合信文娱媒体股票发起C",63,0.13,-0.84
46,李达夫,国投瑞银基金,"国投瑞银钱多宝货币A,国投瑞银钱多宝货币I,国投瑞银增利宝货币A,国投瑞银增利宝货币B,国投瑞银添利宝货币A,国投瑞银添利宝货币B,国投瑞银新活力定开混合A,国投瑞银新活力定开混合C,国投瑞银恒泽中短债A,国投瑞银恒泽中短债C,国投瑞银景气行业混合,国投瑞银货币A,国投瑞银货币B,国投瑞银双债债券(LOF)A,国投瑞银双债债券C",3355,502.84,14.89
47,李迪光,诺安基金,诺安利鑫灵活配置混合,287,0.66,11.03
48,刘佃贵,国联安基金,"国联安添鑫灵活配置混合A,国联安添鑫灵活配置混合C,国联安主题驱动混合",106,2.89,2.18
49,李德辉,上投摩根基金,"上投摩根卓越制造股票,上投摩根科技前沿灵活配置混合,上投摩根慧选成长A,上投摩根慧选成长C,上投摩根慧见两年持有期,上投摩根智选30混合",1791,190.57,234.54
50,林德涵,兴银基金,兴银消费新趋势灵活配置,150,0.07,-3.45
1,李栋梁,华宝基金,"华宝新飞跃灵活配置混合,华宝宝康债券C,华宝可转债债券C,华宝双债增强债券A,华宝双债增强债券C,华宝宝康债券A,华宝增强收益债券A,华宝增强收益债券B,华宝可转债债券A",3761,17.18,104.42
2,连端清,交银施罗德基金,"交银活期通货币A,交银活期通货币E,交银丰盈收益债券C,交银裕惠纯债债券,交银丰盈收益债券A,交银裕盈纯债债券A,交银裕盈纯债债券C,交银裕利纯债债券A,交银裕利纯债债券C",2263,429.48,21.38
3,李德清,国联安基金,"国联安增富一年定开债,国联安增裕一年定开债,国联安增瑞政策性金融债纯债A,国联安增瑞政策性金融债纯债C,国联安信心增长债券A,国联安信心增长债券B",288,128.92,3.78
4,刘大巍,浦银安盛基金,"浦银安盛盛通定开债券,浦银安盛盛融定开债券,浦银安盛中短债A,浦银安盛中短债C,浦银安盛上清所优选短融A,浦银安盛上清所优选短融C,浦银安盛盛诺定开债券,浦银安盛幸福回报定开债A,浦银安盛幸福回报定开债B,浦银安盛6个月定期债券A,浦银安盛6个月定期债券C,浦银安盛盛跃纯债债券A,浦银安盛盛跃纯债债券C",1884,173.47,23.21
