,序号,姓名,所属公司,现任基金,累计从业时间,现任基金资产总规模,现任基金最佳回报
706,7,金之洁,蜂巢基金,"蜂巢添汇纯债A,蜂巢添汇纯债C,蜂巢添跃66个月定开债,蜂巢丰鑫一年定开,蜂巢添益纯债A,蜂巢添益纯债C,蜂巢丰业一年定开债发起式,蜂巢添元纯债A,蜂巢添元纯债C,蜂巢添禧87个月定开,蜂巢丰华债券A,蜂巢丰华债券C,蜂巢丰远债券A,蜂巢丰远债券C",1 ,238.18,4.74
707,8,孔芳,前海开源基金,"前海开源黄金ETF联接,前海开源黄金ETF",0 ,1.28,-2.02
708,9,康芳华,圆信永丰基金,"圆信永丰兴利A,圆信永丰兴利C,圆信永丰兴融A,圆信永丰兴融C,圆信永丰兴瑞定开债",1 ,28.42,4.4
709,10,柯海东,中融基金,"中融竞争优势,中融高股息混合A,中融高股息混合C,中融策略优选混合A,中融策略优选混合C,中融品牌优选混合A,中融品牌优选混合C,中融价值成长6个月持有混合A,中融价值成长6个月持有混合C,中融鑫锐精选一年持有混合A,中融鑫锐精选一年持有混合C",5 ,15.43,268.95
710,11,康晶,招商基金,"招商招裕纯债A,招商招裕纯债C,招商招祥纯债A,招商招祥纯债C,招商添利6个月定开债发起式A,招商添利6个月定开债发起式C,招商添荣3个月定开债A,招商添荣3个月定开债C,招商添泽纯债A,招商添泽纯债C,招商添韵3个月定开债A,招商添韵3个月定开债C,招商招和39个月定开债,招商招阳纯债A,招商招阳纯债C,招商招祥纯债D,招商安泰债券D,招商安泰债券A,招商安泰债券B",6 ,277.42,29.2
711,12,阚磊,国寿安保基金,"国寿安保尊荣中短债债券A,国寿安保尊荣中短债债券C,国寿安保尊耀纯债A,国寿安保尊耀纯债C,国寿安保安泽39个月定开债,国寿安保泰安纯债债券,国寿安保稳悦混合A,国寿安保稳悦混合C,国寿安保稳弘混合A,国寿安保稳弘混合C,国寿安保安悦纯债一年定开债,国寿安保璟珹6个月持有混合A,国寿安保璟珹6个月持有混合C",3 ,176.36,18.33
712,13,孔令兵,工银瑞信基金,"工银沪港深精选混合A,工银沪港深精选混合C,工银红利优享混合A,工银红利优享混合C,工银全球股票(QDII)美元,工银全球股票(QDII)港币,工银全球股票(QDII)人民币",1 ,21.36,22.61
713,14,孔令超,东方红资产管理,"东方红稳健精选混合A,东方红稳健精选混合C,东方红睿逸定期开放混合,东方红策略精选混合A,东方红策略精选混合C,东方红汇利债券A,东方红汇利债券C,东方红汇阳债券A,东方红汇阳债券C,东方红汇阳债券Z,东方红配置精选混合A,东方红配置精选混合C,东方红聚利债券A,东方红聚利债券C,东方红品质优选定开混合,东方红创新优选定开混合,东方红目标优选定开混合",5 ,236.33,46.11
714,15,孔涛,华安基金,华安幸福生活混合,1 ,22.36,36.26
715,16,匡伟,兴证资管,"兴证资管金麒麟领先优势一年持有混合A,兴证资管金麒麟领先优势一年持有混合C,兴证资管金麒麟消费升级混合A,兴证资管金麒麟消费升级混合B,兴证资管金麒麟消费升级混合C",1 ,13.56,56.56
716,17,寇文红,中融基金,中融新机遇混合,2 ,0.55,73.92
717,18,孔学兵,金信基金,"金信行业优选混合发起式,金信深圳成长混合发起式,金信稳健策略灵活配置混合",8 ,12.9,64.64
718,19,孔祥鹏,金元顺安基金,金元顺安宝石动力混合,2 ,0.73,-6.04
719,20,孔晓语,兴银基金,"兴银丰盈灵活配置,兴银先锋成长混合A,兴银先锋成长混合C",3 ,0.73,97.65
720,21,孔宪政,蜂巢基金,"蜂巢卓睿灵活配置混合A,蜂巢卓睿灵活配置混合C,蜂巢恒利债券A,蜂巢恒利债券C",1 ,2.87,5.33
721,22,康钊,华安基金,"华安安盛3个月定开债,华安安业债券A,华安安业债券C,华安安和债券A,华安安和债券C",1 ,65.08,3.7
722,23,罗安安,南方基金,"南方新兴混合,南方人工智能混合,南方优选价值混合C,南方核心成长混合A,南方核心成长混合C,南方创新精选一年定开混合A,南方创新精选一年定开混合C,南方创新成长混合A,南方创新成长混合C,南方优选价值混合A",6 ,108.18,168.3
723,24,刘安坤,融通基金,"融通跨界成长灵活配置混合,融通逆向策略灵活配置混合A,融通研究优选混合,融通逆向策略灵活配置混合C",2 ,6.19,85.98
724,25,刘爱民,浙商基金,"浙商日添利A,浙商日添利B,浙商惠盈纯债A,浙商惠南纯债债券,浙商日添金货币A,浙商日添金货币B,浙商丰顺纯债债券,浙商惠泉3个月定开债A,浙商惠泉3个月定开债C,浙商惠睿纯债债券,浙商丰裕纯债债券A,浙商丰裕纯债债券C,浙商中短债债券A,浙商中短债债券C,浙商惠盈纯债C,浙商惠民纯债C,浙商中债1-5年政策性金融债A,浙商中债1-5年政策性金融债C,浙商惠隆39个月定开债券,浙商惠民纯债A",4 ,151.02,17.11
725,26,李安然,西部利得基金,"西部利得聚利6个月定开债A,西部利得聚利6个月定开债C,西部利得聚享一年定开债券A,西部利得聚享一年定开债券C,西部利得得尊纯债C,西部利得沣泰债券A,西部利得聚泰18个月定开债A,西部利得聚泰18个月定开债C,西部利得沣泰债券C,西部利得得尊纯债A,西部利得汇享债券A,西部利得汇享债券C",0 ,58.91,4.3
726,27,腊博,兴业基金,"兴业定开债A,兴业聚盈灵活配置混合,兴业聚鑫灵活配置混合A,兴业定开债C,兴业裕恒债券,兴业6个月定开债券,兴业龙腾双益平衡混合,兴业聚鑫灵活配置混合C,兴业稳健双利一年持有期债券A,兴业稳健双利一年持有期债券C,兴业聚申一年持有期混合A,兴业聚申一年持有期混合C,兴业聚乾混合A,兴业聚乾混合C,兴业聚兴混合A,兴业聚兴混合C",8 ,143.1,74.26
727,28,刘斌,国联安基金,"国联安远见成长混合,国联安智能制造混合,国联安新蓝筹红利一年定开混合,国联安核心优势混合,国联安稳健混合,国联安优势混合",8 ,20.23,239.84
728,29,刘斌,嘉实基金,"嘉实沪深300指数研究增强,嘉实腾讯自选股大数据策略股票,嘉实润和量化定期混合,嘉实润泽量化定期混合",11 ,28.31,103
729,30,李博,上投摩根基金,"上投摩根核心成长股票,上投摩根核心精选,上投摩根双息平衡混合A,上投摩根阿尔法混合",7 ,42.71,240.43
730,31,罗博,银河基金,"银河量化优选混合,银河量化价值混合A,银河量化稳进混合,银河嘉谊灵活配置混合A,银河嘉谊灵活配置混合C,银河沪深300指数增强A,银河沪深300指数增强C,银河量化价值混合C,银河沪深300价值指数C,银河君尚混合A,银河君尚混合C,银河君尚混合I,银河沪深300价值指数A,银河定投宝腾讯济安指数",12 ,41.58,187.5
731,32,李博,大成基金,"大成互联网思维混合,大成企业能力驱动混合A,大成企业能力驱动混合C,大成精选增值混合",6 ,90.98,97.53
732,33,刘波,国泰基金,"国泰招惠收益定期开放债券,国泰可转债债券,国泰信用互利债券C,国泰鑫享稳健6个月债券A,国泰鑫享稳健6个月债券C,国泰金龙债券A,国泰金龙债券C,国泰信用互利债券A",8 ,18.12,17.94
733,34,刘博,富国基金,"富国新动力灵活配置混合A,富国新动力灵活配置混合C,富国周期优势混合A,富国均衡策略混合,富国周期优势混合C",3 ,177.43,195.84
734,35,陆奔,华安基金,"华安新优选灵活配置混合A,华安新优选灵活配置混合C,华安安康灵活配置混合A,华安安康灵活配置混合C,华安睿明两年定开混合A,华安睿明两年定开混合C,华安添瑞6个月混合A,华安添瑞6个月混合C,华安添福18个月混合A,华安添福18个月混合C,华安添利6个月债券A,华安添利6个月债券C,华安添祥6个月持有混合,华安兴安优选一年持有混合A,华安兴安优选一年持有混合C",3 ,226.04,102.52
735,36,刘彬,新华基金,"新华鑫动力灵活配置混合A,新华鑫动力灵活配置混合C,新华科技创新主题灵活配置混合,新华安享多裕定开混合,新华行业周期轮换混合",3 ,44.51,219.53
736,37,陆彬,汇丰晋信基金,"汇丰晋信智造先锋股票A,汇丰晋信智造先锋股票C,汇丰晋信核心成长A,汇丰晋信核心成长C,汇丰晋信动态策略混合A,汇丰晋信低碳先锋股票",2 ,216.18,371.99
737,38,郦彬,华富基金,华富量子生命力混合,2 ,0.13,50.23
738,39,李彪,鑫元基金,"鑫元欣享灵活配置混合A,鑫元欣享灵活配置混合C,鑫元安鑫回报混合,鑫元鑫动力混合A,鑫元鑫动力混合C",2 ,6.94,72.91
739,40,李彪,汇添富基金,"汇添富养老2040五年持有混合(FOF),汇添富养老2050混合(FOF),汇添富添福盈和稳健养老一年持有混合(FOF),汇添富聚焦经典一年持有混合(FOF)A,汇添富聚焦经典一年持有混合(FOF)C",1 ,39.76,20.62
740,41,李博,信达澳银基金,信达澳银新能源精选混合,0 ,5.49,70.67
741,42,刘兵,交银施罗德基金,"交银招享一年持有混合(FOF)A,交银招享一年持有混合(FOF)C",0 ,89.9,-0.02
742,43,刘波,浙商基金,"浙商惠享纯债,浙商惠南纯债债券,浙商聚盈纯债A,浙商聚盈纯债C",0 ,44.1,1.8
743,44,李邦长,华安基金,"华安汇财通货币,华安现金宝货币A,华安现金宝货币B,华安鼎丰债券,华安鼎瑞定开债发起式,华安现金润利,华安现金富利货币A,华安日日鑫货币A,华安日日鑫货币B,华安现金富利货币B,华安日日鑫货币H",6 ,2338.73,27.22
744,45,林柏川,九泰基金,"九泰动态策略混合A,九泰动态策略混合C",5 ,2.14,17.51
745,46,李博涵,建信基金,"建信富时100指数(QDII)人民币C,建信富时100指数(QDII)美元现汇A,建信富时100指数(QDII)美元现汇C,建信全球机遇混合(QDII),建信新兴市场混合(QDII),建信富时100指数(QDII)人民币A",8 ,1.29,23.57
746,47,林博鸿,博时基金,"博时创业成长混合C,博时创业成长混合A",1 ,2.45,-0.36
747,48,李博良,华泰证券(上海)资产管理,"华泰紫金零钱宝货币,华泰紫金智惠定开债券A,华泰紫金智惠定开债券C,华泰紫金智盈债券A,华泰紫金智盈债券C,华泰紫金季季享定开债A,华泰紫金季季享定开债C,华泰紫金丰泰纯债发起A,华泰紫金丰泰纯债发起C,华泰紫金周周购3月滚动债A,华泰紫金周周购3月滚动债C,华泰紫金月月发1个月滚动债券发起A,华泰紫金月月发1个月滚动债券发起C",4 ,42.14,20.59
748,49,鲁炳良,南方基金,"南方养老2035(FOF)A,南方养老2035(FOF)C,南方养老2030三年(FOF),南方养老2040三年持有混合(FOF)",3 ,15.01,61.83
749,50,李兵伟,东兴基金管理,"东兴量化优享混合,东兴中证消费50A,东兴中证消费50C,东兴兴晟混合A,东兴兴晟混合C,东兴宸瑞量化混合A,东兴宸瑞量化混合C",5 ,4.22,43.86
750,1,鲁邦旺,博时基金,"博时岁岁增利一年定开债,博时天天增利货币A,博时天天增利货币B,博时外服货币,博时合利货币B,博时合鑫货币,博时兴盛货币B,博时兴荣货币B,博时合晶货币,博时合利货币A,博时兴荣货币A,博时兴盛货币A,博时月月享30天持有期短债A,博时月月享30天持有期短债C,博时保证金货币ETF",5 ,715.73,21.47
751,2,李炳智,前海开源基金,"前海开源嘉鑫混合A,前海开源嘉鑫混合C,前海开源鼎瑞债券A,前海开源鼎瑞债券C,前海开源瑞和债券A,前海开源瑞和债券C,前海开源弘泽债券发起式A,前海开源弘泽债券发起式C,前海开源鼎康债券A,前海开源鼎康债券C,前海开源1-3年国开债A,前海开源1-3年国开债C,前海开源惠泽两年定开债券,前海开源惠盈39个月定开债券,前海开源丰和债券A,前海开源丰和债券C",5 ,106.86,50.35
752,3,梁冰哲,安信基金,"安信新价值混合A,安信新价值混合C,安信永泰定开债发起式,安信永盈一年定开债券",0 ,33.92,1.44
753,4,龙川,中航基金,"中航量化阿尔法六个月持有A,中航量化阿尔法六个月持有C",5 ,3.29,-0.3
754,5,栾超,新华基金,"新华鑫益灵活配置混合,新华景气行业混合A,新华景气行业混合C,新华优选成长混合,新华泛资源优势混合,新华趋势领航混合",6 ,35.07,288.89
755,6,凌晨,农银汇理基金,农银汇理睿选灵活配置混合,4 ,0.91,41
756,7,林材,前海联合,"前海联合国民健康混合A,前海联合国民健康混合C,前海联合添瑞一年持有混合A,前海联合添瑞一年持有混合C,前海联合产业趋势混合A,前海联合产业趋势混合C",8 ,6.53,97.14
757,8,刘晨,达诚基金管理,"达诚宜创精选混合A,达诚宜创精选混合C",5 ,1.93,-7.16
758,9,李琛,广发基金,"广发稳健策略混合,广发消费品精选混合C,广发睿鑫混合A,广发睿鑫混合C,广发睿明优质企业混合A,广发睿明优质企业混合C,广发消费品精选混合A",14 ,29.64,144.66
759,10,李晨,天弘基金,"天弘现金管家货币C,天弘现金管家货币D,天弘弘运宝货币A,天弘弘运宝货币B,天弘现金管家货币E,天弘现金管家货币A,天弘现金管家货币B",5 ,295.17,15.36
760,11,梁辰,财通基金,"财通内需增长12个月定开混合,财通优势行业轮动混合A,财通优势行业轮动混合C,财通多策略精选混合(LOF),财通多策略福鑫定开混合",4 ,39.21,132.23
761,12,罗成,鹏扬基金,"鹏扬景兴混合A,鹏扬景兴混合C,鹏扬红利优选混合A,鹏扬红利优选混合C,鹏扬景颐混合A,鹏扬景颐混合C",4 ,9.46,45.62
762,13,郎超,鹏华基金,鹏华医疗保健股票,3 ,11.51,104.53
763,14,李超,嘉合基金,"嘉合磐石A,嘉合磐石C,嘉合锦元回报混合A,嘉合锦元回报混合C,嘉合磐固一年定开纯债债券发起式",0 ,3.31,6.73
764,15,刘畅畅,华安基金,"华安文体健康混合A,华安安华灵活配置混合,华安文体健康混合C",2 ,42.02,209.34
765,16,郎骋成,富荣基金,"富荣沪深300指数增强A,富荣沪深300指数增强C,富荣福康混合A,富荣福康混合C,富荣价值精选混合A,富荣价值精选混合C",1 ,17.03,42.14
766,17,陆丛凡,海富通基金,"海富通上清所短融债券A,海富通上清所短融债券C,海富通策略收益债券A,海富通策略收益债券C,海富通中债1-3年农发债A,海富通中债1-3年农发债C,海富通上证5年期ETF,海富通上证投资级可转债ETF,海富通上证城投债ETF,海富通上证10年期ETF,海富通中证短融ETF",2 ,52.13,10.38
767,18,李晨辉,东兴基金管理,"东兴蓝海财富混合,东兴未来价值混合A,东兴未来价值混合C,东兴兴晟混合A,东兴兴晟混合C",5 ,1.56,20.63
768,19,刘长俊,东方基金,"东方卓行18个月定开债券A,东方卓行18个月定开债券C,东方稳健回报债券C,东方臻慧纯债债券A,东方臻慧纯债债券C,东方恒瑞短债债券A,东方恒瑞短债债券B,东方恒瑞短债债券C,东方中债1-5年政策性金融债A,东方中债1-5年政策性金融债C,东方稳健回报债券A",4 ,91.83,138.68
769,20,兰传杰,易方达基金,易方达资源行业混合,3 ,10.89,139.47
770,21,吕春杰,富国基金,"富国德利纯债定开债,富国长江经济带纯债债券",0 ,23.34,0.25
771,22,罗春蕾,诺安基金,"诺安积极配置混合A,诺安积极配置混合C,诺安主题精选混合",6 ,11.51,152.6
772,23,龙昌伦,嘉实基金,"嘉实沪深300指数研究增强,嘉实腾讯自选股大数据策略股票,嘉实长青竞争优势股票A,嘉实长青竞争优势股票C,嘉实中证500指数增强A,嘉实中证500指数增强C",4 ,28.23,98.24
773,24,林翠萍,兴证全球基金,兴全沪港深两年持有混合,4 ,36.23,11.96
774,25,卢纯青,中欧基金,"中欧瑞丰灵活配置混合C,中欧先进制造股票A,中欧先进制造股票C,中欧研究精选混合A,中欧研究精选混合C,中欧瑞丰灵活配置混合(LOF)A",1 ,130.97,144.23
